REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
REGION1,CHSOUTPH2,S01B2,2060,0.173910244
REGION1,CHSOUTPH2,S01B3,2015,0.0
REGION1,CHSOUTPH2,S01B3,2016,0.0
REGION1,CHSOUTPH2,S01B3,2017,0.0
REGION1,CHSOUTPH2,S01B3,2018,0.0
REGION1,CHSOUTPH2,S01B3,2019,0.0
REGION1,CHSOUTPH2,S01B3,2020,0.0
REGION1,CHSOUTPH2,S01B3,2021,0.0
REGION1,CHSOUTPH2,S01B3,2022,0.0
REGION1,CHSOUTPH2,S01B3,2023,0.0
REGION1,CHSOUTPH2,S01B3,2024,0.0
REGION1,CHSOUTPH2,S01B3,2025,0.0
REGION1,CHSOUTPH2,S01B3,2026,0.0
REGION1,CHSOUTPH2,S01B3,2027,0.0
REGION1,CHSOUTPH2,S01B3,2028,0.0
REGION1,CHSOUTPH2,S01B3,2029,0.0
REGION1,CHSOUTPH2,S01B3,2030,0.0
REGION1,CHSOUTPH2,S01B3,2031,0.0
REGION1,CHSOUTPH2,S01B3,2032,0.0
REGION1,CHSOUTPH2,S01B3,2033,0.0
REGION1,CHSOUTPH2,S01B3,2034,0.0
REGION1,CHSOUTPH2,S01B3,2035,0.0
REGION1,CHSOUTPH2,S01B3,2036,0.0
REGION1,CHSOUTPH2,S01B3,2037,0.0
REGION1,CHSOUTPH2,S01B3,2038,0.0
REGION1,CHSOUTPH2,S01B3,2039,0.0
REGION1,CHSOUTPH2,S01B3,2040,0.0
REGION1,CHSOUTPH2,S01B3,2041,0.0
REGION1,CHSOUTPH2,S01B3,2042,0.0
REGION1,CHSOUTPH2,S01B3,2043,0.0
REGION1,CHSOUTPH2,S01B3,2044,0.0
REGION1,CHSOUTPH2,S01B3,2045,0.0
REGION1,CHSOUTPH2,S01B3,2046,0.0
REGION1,CHSOUTPH2,S01B3,2047,0.0
REGION1,CHSOUTPH2,S01B3,2048,0.0
REGION1,CHSOUTPH2,S01B3,2049,0.0
REGION1,CHSOUTPH2,S01B3,2050,0.0
REGION1,CHSOUTPH2,S01B3,2051,0.0
REGION1,CHSOUTPH2,S01B3,2052,0.0
REGION1,CHSOUTPH2,S01B3,2053,0.0
REGION1,CHSOUTPH2,S01B3,2054,0.0
REGION1,CHSOUTPH2,S01B3,2055,0.0
REGION1,CHSOUTPH2,S01B3,2056,0.0
REGION1,CHSOUTPH2,S01B3,2057,0.0
REGION1,CHSOUTPH2,S01B3,2058,0.0
REGION1,CHSOUTPH2,S01B3,2059,0.0
REGION1,CHSOUTPH2,S01B3,2060,0.0
REGION1,CHSOUTPH2,S02B1,2015,0.00182013
REGION1,CHSOUTPH2,S02B1,2016,0.00182013
REGION1,CHSOUTPH2,S02B1,2017,0.00182013
REGION1,CHSOUTPH2,S02B1,2018,0.00182013
REGION1,CHSOUTPH2,S02B1,2019,0.00182013
REGION1,CHSOUTPH2,S02B1,2020,0.00182013
REGION1,CHSOUTPH2,S02B1,2021,0.00182013
REGION1,CHSOUTPH2,S02B1,2022,0.00182013
REGION1,CHSOUTPH2,S02B1,2023,0.00182013
REGION1,CHSOUTPH2,S02B1,2024,0.00182013
REGION1,CHSOUTPH2,S02B1,2025,0.00182013
REGION1,CHSOUTPH2,S02B1,2026,0.00182013
REGION1,CHSOUTPH2,S02B1,2027,0.00182013
REGION1,CHSOUTPH2,S02B1,2028,0.00182013
REGION1,CHSOUTPH2,S02B1,2029,0.00182013
REGION1,CHSOUTPH2,S02B1,2030,0.00182013
REGION1,CHSOUTPH2,S02B1,2031,0.00182013
REGION1,CHSOUTPH2,S02B1,2032,0.00182013
REGION1,CHSOUTPH2,S02B1,2033,0.00182013
REGION1,CHSOUTPH2,S02B1,2034,0.00182013
REGION1,CHSOUTPH2,S02B1,2035,0.00182013
REGION1,CHSOUTPH2,S02B1,2036,0.00182013
REGION1,CHSOUTPH2,S02B1,2037,0.00182013
REGION1,CHSOUTPH2,S02B1,2038,0.00182013
REGION1,CHSOUTPH2,S02B1,2039,0.00182013
REGION1,CHSOUTPH2,S02B1,2040,0.00182013
REGION1,CHSOUTPH2,S02B1,2041,0.00182013
REGION1,CHSOUTPH2,S02B1,2042,0.00182013
REGION1,CHSOUTPH2,S02B1,2043,0.00182013
REGION1,CHSOUTPH2,S02B1,2044,0.00182013
REGION1,CHSOUTPH2,S02B1,2045,0.00182013
REGION1,CHSOUTPH2,S02B1,2046,0.00182013
REGION1,CHSOUTPH2,S02B1,2047,0.00182013
REGION1,CHSOUTPH2,S02B1,2048,0.00182013
REGION1,CHSOUTPH2,S02B1,2049,0.00182013
REGION1,CHSOUTPH2,S02B1,2050,0.00182013
REGION1,CHSOUTPH2,S02B1,2051,0.00182013
REGION1,CHSOUTPH2,S02B1,2052,0.00182013
REGION1,CHSOUTPH2,S02B1,2053,0.00182013
REGION1,CHSOUTPH2,S02B1,2054,0.00182013
REGION1,CHSOUTPH2,S02B1,2055,0.00182013
REGION1,CHSOUTPH2,S02B1,2056,0.00182013
REGION1,CHSOUTPH2,S02B1,2057,0.00182013
REGION1,CHSOUTPH2,S02B1,2058,0.00182013
REGION1,CHSOUTPH2,S02B1,2059,0.00182013
REGION1,CHSOUTPH2,S02B1,2060,0.00182013
REGION1,CHSOUTPH2,S02B2,2015,0.258002597
REGION1,CHSOUTPH2,S02B2,2016,0.258002597
REGION1,CHSOUTPH2,S02B2,2017,0.258002597
REGION1,CHSOUTPH2,S02B2,2018,0.258002597
REGION1,CHSOUTPH2,S02B2,2019,0.258002597
REGION1,CHSOUTPH2,S02B2,2020,0.258002597
REGION1,CHSOUTPH2,S02B2,2021,0.258002597
REGION1,CHSOUTPH2,S02B2,2022,0.258002597
REGION1,CHSOUTPH2,S02B2,2023,0.258002597
REGION1,CHSOUTPH2,S02B2,2024,0.258002597
REGION1,CHSOUTPH2,S02B2,2025,0.258002597
REGION1,CHSOUTPH2,S02B2,2026,0.258002597
REGION1,CHSOUTPH2,S02B2,2027,0.258002597
REGION1,CHSOUTPH2,S02B2,2028,0.258002597
REGION1,CHSOUTPH2,S02B2,2029,0.258002597
REGION1,CHSOUTPH2,S02B2,2030,0.258002597
REGION1,CHSOUTPH2,S02B2,2031,0.258002597
REGION1,CHSOUTPH2,S02B2,2032,0.258002597
REGION1,CHSOUTPH2,S02B2,2033,0.258002597
REGION1,CHSOUTPH2,S02B2,2034,0.258002597
REGION1,CHSOUTPH2,S02B2,2035,0.258002597
REGION1,CHSOUTPH2,S02B2,2036,0.258002597
REGION1,CHSOUTPH2,S02B2,2037,0.258002597
REGION1,CHSOUTPH2,S02B2,2038,0.258002597
REGION1,CHSOUTPH2,S02B2,2039,0.258002597
REGION1,CHSOUTPH2,S02B2,2040,0.258002597
REGION1,CHSOUTPH2,S02B2,2041,0.258002597
REGION1,CHSOUTPH2,S02B2,2042,0.258002597
REGION1,CHSOUTPH2,S02B2,2043,0.258002597
REGION1,CHSOUTPH2,S02B2,2044,0.258002597
REGION1,CHSOUTPH2,S02B2,2045,0.258002597
REGION1,CHSOUTPH2,S02B2,2046,0.258002597
REGION1,CHSOUTPH2,S02B2,2047,0.258002597
REGION1,CHSOUTPH2,S02B2,2048,0.258002597
REGION1,CHSOUTPH2,S02B2,2049,0.258002597
REGION1,CHSOUTPH2,S02B2,2050,0.258002597
REGION1,CHSOUTPH2,S02B2,2051,0.258002597
REGION1,CHSOUTPH2,S02B2,2052,0.258002597
REGION1,CHSOUTPH2,S02B2,2053,0.258002597
REGION1,CHSOUTPH2,S02B2,2054,0.258002597
REGION1,CHSOUTPH2,S02B2,2055,0.258002597
REGION1,CHSOUTPH2,S02B2,2056,0.258002597
REGION1,CHSOUTPH2,S02B2,2057,0.258002597
REGION1,CHSOUTPH2,S02B2,2058,0.258002597
REGION1,CHSOUTPH2,S02B2,2059,0.258002597
REGION1,CHSOUTPH2,S02B2,2060,0.258002597
REGION1,CHSOUTPH2,S02B3,2015,0.0
REGION1,CHSOUTPH2,S02B3,2016,0.0
REGION1,CHSOUTPH2,S02B3,2017,0.0
REGION1,CHSOUTPH2,S02B3,2018,0.0
REGION1,CHSOUTPH2,S02B3,2019,0.0
REGION1,CHSOUTPH2,S02B3,2020,0.0
REGION1,CHSOUTPH2,S02B3,2021,0.0
REGION1,CHSOUTPH2,S02B3,2022,0.0
REGION1,CHSOUTPH2,S02B3,2023,0.0
REGION1,CHSOUTPH2,S02B3,2024,0.0
REGION1,CHSOUTPH2,S02B3,2025,0.0
REGION1,CHSOUTPH2,S02B3,2026,0.0
REGION1,CHSOUTPH2,S02B3,2027,0.0
REGION1,CHSOUTPH2,S02B3,2028,0.0
REGION1,CHSOUTPH2,S02B3,2029,0.0
REGION1,CHSOUTPH2,S02B3,2030,0.0
REGION1,CHSOUTPH2,S02B3,2031,0.0
REGION1,CHSOUTPH2,S02B3,2032,0.0
REGION1,CHSOUTPH2,S02B3,2033,0.0
REGION1,CHSOUTPH2,S02B3,2034,0.0
REGION1,CHSOUTPH2,S02B3,2035,0.0
REGION1,CHSOUTPH2,S02B3,2036,0.0
REGION1,CHSOUTPH2,S02B3,2037,0.0
REGION1,CHSOUTPH2,S02B3,2038,0.0
REGION1,CHSOUTPH2,S02B3,2039,0.0
REGION1,CHSOUTPH2,S02B3,2040,0.0
REGION1,CHSOUTPH2,S02B3,2041,0.0
REGION1,CHSOUTPH2,S02B3,2042,0.0
REGION1,CHSOUTPH2,S02B3,2043,0.0
REGION1,CHSOUTPH2,S02B3,2044,0.0
REGION1,CHSOUTPH2,S02B3,2045,0.0
REGION1,CHSOUTPH2,S02B3,2046,0.0
REGION1,CHSOUTPH2,S02B3,2047,0.0
REGION1,CHSOUTPH2,S02B3,2048,0.0
REGION1,CHSOUTPH2,S02B3,2049,0.0
REGION1,CHSOUTPH2,S02B3,2050,0.0
REGION1,CHSOUTPH2,S02B3,2051,0.0
REGION1,CHSOUTPH2,S02B3,2052,0.0
REGION1,CHSOUTPH2,S02B3,2053,0.0
REGION1,CHSOUTPH2,S02B3,2054,0.0
REGION1,CHSOUTPH2,S02B3,2055,0.0
REGION1,CHSOUTPH2,S02B3,2056,0.0
REGION1,CHSOUTPH2,S02B3,2057,0.0
REGION1,CHSOUTPH2,S02B3,2058,0.0
REGION1,CHSOUTPH2,S02B3,2059,0.0
REGION1,CHSOUTPH2,S02B3,2060,0.0
REGION1,CHSOUTPH2,S03B1,2015,0.001868122
REGION1,CHSOUTPH2,S03B1,2016,0.001868122
REGION1,CHSOUTPH2,S03B1,2017,0.001868122
REGION1,CHSOUTPH2,S03B1,2018,0.001868122
REGION1,CHSOUTPH2,S03B1,2019,0.001868122
REGION1,CHSOUTPH2,S03B1,2020,0.001868122
REGION1,CHSOUTPH2,S03B1,2021,0.001868122
REGION1,CHSOUTPH2,S03B1,2022,0.001868122
REGION1,CHSOUTPH2,S03B1,2023,0.001868122
REGION1,CHSOUTPH2,S03B1,2024,0.001868122
REGION1,CHSOUTPH2,S03B1,2025,0.001868122
REGION1,CHSOUTPH2,S03B1,2026,0.001868122
REGION1,CHSOUTPH2,S03B1,2027,0.001868122
REGION1,CHSOUTPH2,S03B1,2028,0.001868122
REGION1,CHSOUTPH2,S03B1,2029,0.001868122
REGION1,CHSOUTPH2,S03B1,2030,0.001868122
REGION1,CHSOUTPH2,S03B1,2031,0.001868122
REGION1,CHSOUTPH2,S03B1,2032,0.001868122
REGION1,CHSOUTPH2,S03B1,2033,0.001868122
REGION1,CHSOUTPH2,S03B1,2034,0.001868122
REGION1,CHSOUTPH2,S03B1,2035,0.001868122
REGION1,CHSOUTPH2,S03B1,2036,0.001868122
REGION1,CHSOUTPH2,S03B1,2037,0.001868122
REGION1,CHSOUTPH2,S03B1,2038,0.001868122
REGION1,CHSOUTPH2,S03B1,2039,0.001868122
REGION1,CHSOUTPH2,S03B1,2040,0.001868122
REGION1,CHSOUTPH2,S03B1,2041,0.001868122
REGION1,CHSOUTPH2,S03B1,2042,0.001868122
REGION1,CHSOUTPH2,S03B1,2043,0.001868122
REGION1,CHSOUTPH2,S03B1,2044,0.001868122
REGION1,CHSOUTPH2,S03B1,2045,0.001868122
REGION1,CHSOUTPH2,S03B1,2046,0.001868122
REGION1,CHSOUTPH2,S03B1,2047,0.001868122
REGION1,CHSOUTPH2,S03B1,2048,0.001868122
REGION1,CHSOUTPH2,S03B1,2049,0.001868122
REGION1,CHSOUTPH2,S03B1,2050,0.001868122
REGION1,CHSOUTPH2,S03B1,2051,0.001868122
REGION1,CHSOUTPH2,S03B1,2052,0.001868122
REGION1,CHSOUTPH2,S03B1,2053,0.001868122
REGION1,CHSOUTPH2,S03B1,2054,0.001868122
REGION1,CHSOUTPH2,S03B1,2055,0.001868122
REGION1,CHSOUTPH2,S03B1,2056,0.001868122
REGION1,CHSOUTPH2,S03B1,2057,0.001868122
REGION1,CHSOUTPH2,S03B1,2058,0.001868122
REGION1,CHSOUTPH2,S03B1,2059,0.001868122
REGION1,CHSOUTPH2,S03B1,2060,0.001868122
REGION1,CHSOUTPH2,S03B2,2015,0.291126424
REGION1,CHSOUTPH2,S03B2,2016,0.291126424
REGION1,CHSOUTPH2,S03B2,2017,0.291126424
REGION1,CHSOUTPH2,S03B2,2018,0.291126424
REGION1,CHSOUTPH2,S03B2,2019,0.291126424
REGION1,CHSOUTPH2,S03B2,2020,0.291126424
REGION1,CHSOUTPH2,S03B2,2021,0.291126424
REGION1,CHSOUTPH2,S03B2,2022,0.291126424
REGION1,CHSOUTPH2,S03B2,2023,0.291126424
REGION1,CHSOUTPH2,S03B2,2024,0.291126424
REGION1,CHSOUTPH2,S03B2,2025,0.291126424
REGION1,CHSOUTPH2,S03B2,2026,0.291126424
REGION1,CHSOUTPH2,S03B2,2027,0.291126424
REGION1,CHSOUTPH2,S03B2,2028,0.291126424
REGION1,CHSOUTPH2,S03B2,2029,0.291126424
REGION1,CHSOUTPH2,S03B2,2030,0.291126424
REGION1,CHSOUTPH2,S03B2,2031,0.291126424
REGION1,CHSOUTPH2,S03B2,2032,0.291126424
REGION1,CHSOUTPH2,S03B2,2033,0.291126424
REGION1,CHSOUTPH2,S03B2,2034,0.291126424
REGION1,CHSOUTPH2,S03B2,2035,0.291126424
REGION1,CHSOUTPH2,S03B2,2036,0.291126424
REGION1,CHSOUTPH2,S03B2,2037,0.291126424
REGION1,CHSOUTPH2,S03B2,2038,0.291126424
REGION1,CHSOUTPH2,S03B2,2039,0.291126424
REGION1,CHSOUTPH2,S03B2,2040,0.291126424
REGION1,CHSOUTPH2,S03B2,2041,0.291126424
REGION1,CHSOUTPH2,S03B2,2042,0.291126424
REGION1,CHSOUTPH2,S03B2,2043,0.291126424
REGION1,CHSOUTPH2,S03B2,2044,0.291126424
REGION1,CHSOUTPH2,S03B2,2045,0.291126424
REGION1,CHSOUTPH2,S03B2,2046,0.291126424
REGION1,CHSOUTPH2,S03B2,2047,0.291126424
REGION1,CHSOUTPH2,S03B2,2048,0.291126424
REGION1,CHSOUTPH2,S03B2,2049,0.291126424
REGION1,CHSOUTPH2,S03B2,2050,0.291126424
REGION1,CHSOUTPH2,S03B2,2051,0.291126424
REGION1,CHSOUTPH2,S03B2,2052,0.291126424
REGION1,CHSOUTPH2,S03B2,2053,0.291126424
REGION1,CHSOUTPH2,S03B2,2054,0.291126424
REGION1,CHSOUTPH2,S03B2,2055,0.291126424
REGION1,CHSOUTPH2,S03B2,2056,0.291126424
REGION1,CHSOUTPH2,S03B2,2057,0.291126424
REGION1,CHSOUTPH2,S03B2,2058,0.291126424
REGION1,CHSOUTPH2,S03B2,2059,0.291126424
REGION1,CHSOUTPH2,S03B2,2060,0.291126424
REGION1,CHSOUTPH2,S03B3,2015,0.0
REGION1,CHSOUTPH2,S03B3,2016,0.0
REGION1,CHSOUTPH2,S03B3,2017,0.0
REGION1,CHSOUTPH2,S03B3,2018,0.0
REGION1,CHSOUTPH2,S03B3,2019,0.0
REGION1,CHSOUTPH2,S03B3,2020,0.0
REGION1,CHSOUTPH2,S03B3,2021,0.0
REGION1,CHSOUTPH2,S03B3,2022,0.0
REGION1,CHSOUTPH2,S03B3,2023,0.0
REGION1,CHSOUTPH2,S03B3,2024,0.0
REGION1,CHSOUTPH2,S03B3,2025,0.0
REGION1,CHSOUTPH2,S03B3,2026,0.0
REGION1,CHSOUTPH2,S03B3,2027,0.0
REGION1,CHSOUTPH2,S03B3,2028,0.0
REGION1,CHSOUTPH2,S03B3,2029,0.0
REGION1,CHSOUTPH2,S03B3,2030,0.0
REGION1,CHSOUTPH2,S03B3,2031,0.0
REGION1,CHSOUTPH2,S03B3,2032,0.0
REGION1,CHSOUTPH2,S03B3,2033,0.0
REGION1,CHSOUTPH2,S03B3,2034,0.0
REGION1,CHSOUTPH2,S03B3,2035,0.0
REGION1,CHSOUTPH2,S03B3,2036,0.0
REGION1,CHSOUTPH2,S03B3,2037,0.0
REGION1,CHSOUTPH2,S03B3,2038,0.0
REGION1,CHSOUTPH2,S03B3,2039,0.0
REGION1,CHSOUTPH2,S03B3,2040,0.0
REGION1,CHSOUTPH2,S03B3,2041,0.0
REGION1,CHSOUTPH2,S03B3,2042,0.0
REGION1,CHSOUTPH2,S03B3,2043,0.0
REGION1,CHSOUTPH2,S03B3,2044,0.0
REGION1,CHSOUTPH2,S03B3,2045,0.0
REGION1,CHSOUTPH2,S03B3,2046,0.0
REGION1,CHSOUTPH2,S03B3,2047,0.0
REGION1,CHSOUTPH2,S03B3,2048,0.0
REGION1,CHSOUTPH2,S03B3,2049,0.0
REGION1,CHSOUTPH2,S03B3,2050,0.0
REGION1,CHSOUTPH2,S03B3,2051,0.0
REGION1,CHSOUTPH2,S03B3,2052,0.0
REGION1,CHSOUTPH2,S03B3,2053,0.0
REGION1,CHSOUTPH2,S03B3,2054,0.0
REGION1,CHSOUTPH2,S03B3,2055,0.0
REGION1,CHSOUTPH2,S03B3,2056,0.0
REGION1,CHSOUTPH2,S03B3,2057,0.0
REGION1,CHSOUTPH2,S03B3,2058,0.0
REGION1,CHSOUTPH2,S03B3,2059,0.0
REGION1,CHSOUTPH2,S03B3,2060,0.0
REGION1,CHSOUTPH2,S04B1,2015,0.0
REGION1,CHSOUTPH2,S04B1,2016,0.0
REGION1,CHSOUTPH2,S04B1,2017,0.0
REGION1,CHSOUTPH2,S04B1,2018,0.0
REGION1,CHSOUTPH2,S04B1,2019,0.0
REGION1,CHSOUTPH2,S04B1,2020,0.0
REGION1,CHSOUTPH2,S04B1,2021,0.0
REGION1,CHSOUTPH2,S04B1,2022,0.0
REGION1,CHSOUTPH2,S04B1,2023,0.0
REGION1,CHSOUTPH2,S04B1,2024,0.0
REGION1,CHSOUTPH2,S04B1,2025,0.0
REGION1,CHSOUTPH2,S04B1,2026,0.0
REGION1,CHSOUTPH2,S04B1,2027,0.0
REGION1,CHSOUTPH2,S04B1,2028,0.0
REGION1,CHSOUTPH2,S04B1,2029,0.0
REGION1,CHSOUTPH2,S04B1,2030,0.0
REGION1,CHSOUTPH2,S04B1,2031,0.0
REGION1,CHSOUTPH2,S04B1,2032,0.0
REGION1,CHSOUTPH2,S04B1,2033,0.0
REGION1,CHSOUTPH2,S04B1,2034,0.0
REGION1,CHSOUTPH2,S04B1,2035,0.0
REGION1,CHSOUTPH2,S04B1,2036,0.0
REGION1,CHSOUTPH2,S04B1,2037,0.0
REGION1,CHSOUTPH2,S04B1,2038,0.0
REGION1,CHSOUTPH2,S04B1,2039,0.0
REGION1,CHSOUTPH2,S04B1,2040,0.0
REGION1,CHSOUTPH2,S04B1,2041,0.0
REGION1,CHSOUTPH2,S04B1,2042,0.0
REGION1,CHSOUTPH2,S04B1,2043,0.0
REGION1,CHSOUTPH2,S04B1,2044,0.0
REGION1,CHSOUTPH2,S04B1,2045,0.0
REGION1,CHSOUTPH2,S04B1,2046,0.0
REGION1,CHSOUTPH2,S04B1,2047,0.0
REGION1,CHSOUTPH2,S04B1,2048,0.0
REGION1,CHSOUTPH2,S04B1,2049,0.0
REGION1,CHSOUTPH2,S04B1,2050,0.0
REGION1,CHSOUTPH2,S04B1,2051,0.0
REGION1,CHSOUTPH2,S04B1,2052,0.0
REGION1,CHSOUTPH2,S04B1,2053,0.0
REGION1,CHSOUTPH2,S04B1,2054,0.0
REGION1,CHSOUTPH2,S04B1,2055,0.0
REGION1,CHSOUTPH2,S04B1,2056,0.0
REGION1,CHSOUTPH2,S04B1,2057,0.0
REGION1,CHSOUTPH2,S04B1,2058,0.0
REGION1,CHSOUTPH2,S04B1,2059,0.0
REGION1,CHSOUTPH2,S04B1,2060,0.0
REGION1,CHSOUTPH2,S04B2,2015,0.171842962
REGION1,CHSOUTPH2,S04B2,2016,0.171842962
REGION1,CHSOUTPH2,S04B2,2017,0.171842962
REGION1,CHSOUTPH2,S04B2,2018,0.171842962
REGION1,CHSOUTPH2,S04B2,2019,0.171842962
REGION1,CHSOUTPH2,S04B2,2020,0.171842962
REGION1,CHSOUTPH2,S04B2,2021,0.171842962
REGION1,CHSOUTPH2,S04B2,2022,0.171842962
REGION1,CHSOUTPH2,S04B2,2023,0.171842962
REGION1,CHSOUTPH2,S04B2,2024,0.171842962
REGION1,CHSOUTPH2,S04B2,2025,0.171842962
REGION1,CHSOUTPH2,S04B2,2026,0.171842962
REGION1,CHSOUTPH2,S04B2,2027,0.171842962
REGION1,CHSOUTPH2,S04B2,2028,0.171842962
REGION1,CHSOUTPH2,S04B2,2029,0.171842962
REGION1,CHSOUTPH2,S04B2,2030,0.171842962
REGION1,CHSOUTPH2,S04B2,2031,0.171842962
REGION1,CHSOUTPH2,S04B2,2032,0.171842962
REGION1,CHSOUTPH2,S04B2,2033,0.171842962
REGION1,CHSOUTPH2,S04B2,2034,0.171842962
REGION1,CHSOUTPH2,S04B2,2035,0.171842962
REGION1,CHSOUTPH2,S04B2,2036,0.171842962
REGION1,CHSOUTPH2,S04B2,2037,0.171842962
REGION1,CHSOUTPH2,S04B2,2038,0.171842962
REGION1,CHSOUTPH2,S04B2,2039,0.171842962
REGION1,CHSOUTPH2,S04B2,2040,0.171842962
REGION1,CHSOUTPH2,S04B2,2041,0.171842962
REGION1,CHSOUTPH2,S04B2,2042,0.171842962
REGION1,CHSOUTPH2,S04B2,2043,0.171842962
REGION1,CHSOUTPH2,S04B2,2044,0.171842962
REGION1,CHSOUTPH2,S04B2,2045,0.171842962
REGION1,CHSOUTPH2,S04B2,2046,0.171842962
REGION1,CHSOUTPH2,S04B2,2047,0.171842962
REGION1,CHSOUTPH2,S04B2,2048,0.171842962
REGION1,CHSOUTPH2,S04B2,2049,0.171842962
REGION1,CHSOUTPH2,S04B2,2050,0.171842962
REGION1,CHSOUTPH2,S04B2,2051,0.171842962
REGION1,CHSOUTPH2,S04B2,2052,0.171842962
REGION1,CHSOUTPH2,S04B2,2053,0.171842962
REGION1,CHSOUTPH2,S04B2,2054,0.171842962
REGION1,CHSOUTPH2,S04B2,2055,0.171842962
REGION1,CHSOUTPH2,S04B2,2056,0.171842962
REGION1,CHSOUTPH2,S04B2,2057,0.171842962
REGION1,CHSOUTPH2,S04B2,2058,0.171842962
REGION1,CHSOUTPH2,S04B2,2059,0.171842962
REGION1,CHSOUTPH2,S04B2,2060,0.171842962
REGION1,CHSOUTPH2,S04B3,2015,0.0
REGION1,CHSOUTPH2,S04B3,2016,0.0
REGION1,CHSOUTPH2,S04B3,2017,0.0
REGION1,CHSOUTPH2,S04B3,2018,0.0
REGION1,CHSOUTPH2,S04B3,2019,0.0
REGION1,CHSOUTPH2,S04B3,2020,0.0
REGION1,CHSOUTPH2,S04B3,2021,0.0
REGION1,CHSOUTPH2,S04B3,2022,0.0
REGION1,CHSOUTPH2,S04B3,2023,0.0
REGION1,CHSOUTPH2,S04B3,2024,0.0
REGION1,CHSOUTPH2,S04B3,2025,0.0
REGION1,CHSOUTPH2,S04B3,2026,0.0
REGION1,CHSOUTPH2,S04B3,2027,0.0
REGION1,CHSOUTPH2,S04B3,2028,0.0
REGION1,CHSOUTPH2,S04B3,2029,0.0
REGION1,CHSOUTPH2,S04B3,2030,0.0
REGION1,CHSOUTPH2,S04B3,2031,0.0
REGION1,CHSOUTPH2,S04B3,2032,0.0
REGION1,CHSOUTPH2,S04B3,2033,0.0
REGION1,CHSOUTPH2,S04B3,2034,0.0
REGION1,CHSOUTPH2,S04B3,2035,0.0
REGION1,CHSOUTPH2,S04B3,2036,0.0
REGION1,CHSOUTPH2,S04B3,2037,0.0
REGION1,CHSOUTPH2,S04B3,2038,0.0
REGION1,CHSOUTPH2,S04B3,2039,0.0
REGION1,CHSOUTPH2,S04B3,2040,0.0
REGION1,CHSOUTPH2,S04B3,2041,0.0
REGION1,CHSOUTPH2,S04B3,2042,0.0
REGION1,CHSOUTPH2,S04B3,2043,0.0
REGION1,CHSOUTPH2,S04B3,2044,0.0
REGION1,CHSOUTPH2,S04B3,2045,0.0
REGION1,CHSOUTPH2,S04B3,2046,0.0
REGION1,CHSOUTPH2,S04B3,2047,0.0
REGION1,CHSOUTPH2,S04B3,2048,0.0
REGION1,CHSOUTPH2,S04B3,2049,0.0
REGION1,CHSOUTPH2,S04B3,2050,0.0
REGION1,CHSOUTPH2,S04B3,2051,0.0
REGION1,CHSOUTPH2,S04B3,2052,0.0
REGION1,CHSOUTPH2,S04B3,2053,0.0
REGION1,CHSOUTPH2,S04B3,2054,0.0
REGION1,CHSOUTPH2,S04B3,2055,0.0
REGION1,CHSOUTPH2,S04B3,2056,0.0
REGION1,CHSOUTPH2,S04B3,2057,0.0
REGION1,CHSOUTPH2,S04B3,2058,0.0
REGION1,CHSOUTPH2,S04B3,2059,0.0
REGION1,CHSOUTPH2,S04B3,2060,0.0
REGION1,CHSOUTPH2,S05B1,2015,0.0
REGION1,CHSOUTPH2,S05B1,2016,0.0
REGION1,CHSOUTPH2,S05B1,2017,0.0
REGION1,CHSOUTPH2,S05B1,2018,0.0
REGION1,CHSOUTPH2,S05B1,2019,0.0
REGION1,CHSOUTPH2,S05B1,2020,0.0
REGION1,CHSOUTPH2,S05B1,2021,0.0
REGION1,CHSOUTPH2,S05B1,2022,0.0
REGION1,CHSOUTPH2,S05B1,2023,0.0
REGION1,CHSOUTPH2,S05B1,2024,0.0
REGION1,CHSOUTPH2,S05B1,2025,0.0
REGION1,CHSOUTPH2,S05B1,2026,0.0
REGION1,CHSOUTPH2,S05B1,2027,0.0
REGION1,CHSOUTPH2,S05B1,2028,0.0
REGION1,CHSOUTPH2,S05B1,2029,0.0
REGION1,CHSOUTPH2,S05B1,2030,0.0
REGION1,CHSOUTPH2,S05B1,2031,0.0
REGION1,CHSOUTPH2,S05B1,2032,0.0
REGION1,CHSOUTPH2,S05B1,2033,0.0
REGION1,CHSOUTPH2,S05B1,2034,0.0
REGION1,CHSOUTPH2,S05B1,2035,0.0
REGION1,CHSOUTPH2,S05B1,2036,0.0
REGION1,CHSOUTPH2,S05B1,2037,0.0
REGION1,CHSOUTPH2,S05B1,2038,0.0
REGION1,CHSOUTPH2,S05B1,2039,0.0
REGION1,CHSOUTPH2,S05B1,2040,0.0
REGION1,CHSOUTPH2,S05B1,2041,0.0
REGION1,CHSOUTPH2,S05B1,2042,0.0
REGION1,CHSOUTPH2,S05B1,2043,0.0
REGION1,CHSOUTPH2,S05B1,2044,0.0
REGION1,CHSOUTPH2,S05B1,2045,0.0
REGION1,CHSOUTPH2,S05B1,2046,0.0
REGION1,CHSOUTPH2,S05B1,2047,0.0
REGION1,CHSOUTPH2,S05B1,2048,0.0
REGION1,CHSOUTPH2,S05B1,2049,0.0
REGION1,CHSOUTPH2,S05B1,2050,0.0
REGION1,CHSOUTPH2,S05B1,2051,0.0
REGION1,CHSOUTPH2,S05B1,2052,0.0
REGION1,CHSOUTPH2,S05B1,2053,0.0
